all value,temp_1,temp_2,temp_3,temp_4,Average value,actual
"[344.155004467662, 343.9505248329, 343.337085928615, 341.769408728774, 340.951490189727, 342.519167389567, 347.699318136867, 352.94762876242, 356.969061579402, 359.01385792702]",344.155004467662,343.9505248329,343.337085928615,341.769408728774,347.33125479429543,359.899936344321
"[361.058654274638, 361.740253057178, 360.513375248607, 358.809378292258, 356.969061579402, 355.265064623054, 355.1969047448, 355.265064623054, 354.378986205752, 353.901867057975]",361.058654274638,361.740253057178,360.513375248607,358.809378292258,357.3098609706718,353.629227544959
"[354.174506570991, 356.082983162101, 357.855139996703, 359.082017805274, 360.377055492099, 362.012892570193, 363.989529039558, 365.284566726382, 365.42088648289, 364.739287700351]",354.174506570991,356.082983162101,357.855139996703,359.082017805274,360.9018865546542,365.352726604636
"[365.216406848128, 364.125848796065, 363.85320928305, 364.943767335113, 366.784084047969, 367.874642100032, 368.283601369556, 368.419921126063, 368.488081004317, 369.646798934634]",365.216406848128,364.125848796065,363.85320928305,364.943767335113,366.76363608449265,371.214476134475
"[371.214476134475, 371.009996499713, 370.941836621459, 370.941836621459, 371.487115647491, 372.100554551776, 372.032394673522, 371.896074917014, 371.759755160506, 371.623435403998]",371.214476134475,371.009996499713,370.941836621459,370.941836621459,371.50074762314125,371.418955769237
"[371.282636012729, 371.009996499713, 370.328397717174, 369.57863905638, 369.510479178126, 370.055758204158, 370.532877351935, 370.669197108443, 370.601037230189, 370.737356986697]",371.282636012729,371.009996499713,370.328397717174,369.57863905638,370.43063753455436,371.487115647491
"[372.100554551776, 372.5095138213, 372.577673699554, 372.5095138213, 372.713993456061, 373.122952725585, 373.191112603839, 373.191112603839, 373.122952725585, 372.986632969077]",372.100554551776,372.5095138213,372.577673699554,372.5095138213,372.8026012977916,372.850313212569
"[372.713993456061, 372.577673699554, 372.441353943046, 372.373194064792, 372.305034186538, 372.577673699554, 372.918473090823, 372.918473090823, 372.850313212569, 373.054792847331]",372.713993456061,372.577673699554,372.441353943046,372.373194064792,372.6730975291091,373.463752116855
"[373.600071873363, 373.395592238601, 373.259272482093, 373.191112603839, 373.054792847331, 372.918473090823, 372.918473090823, 373.054792847331, 373.395592238601, 373.531911995109]",373.600071873363,373.395592238601,373.259272482093,373.191112603839,373.2320085307914,373.327432360347
"[373.327432360347, 373.668231751617, 373.940871264632, 373.872711386378, 373.73639162987, 373.600071873363, 373.531911995109, 373.463752116855, 373.259272482093, 373.191112603839]",373.327432360347,373.668231751617,373.940871264632,373.872711386378,373.55917594641033,373.054792847331
"[372.850313212569, 372.782153334315, 372.713993456061, 372.5095138213, 372.441353943046, 372.373194064792, 372.305034186538, 372.236874308284, 372.441353943046, 372.577673699554]",372.850313212569,372.782153334315,372.713993456061,372.5095138213,372.5231457969505,372.441353943046
"[372.305034186538, 372.236874308284, 372.100554551776, 372.032394673522, 371.82791503876, 371.759755160506, 371.623435403998, 371.487115647491, 371.350795890983, 371.146316256221]",372.305034186538,372.236874308284,372.100554551776,372.032394673522,371.7870191118079,371.009996499713
"[370.873676743205, 370.805516864951, 370.601037230189, 370.532877351935, 370.396557595428, 370.26023783892, 370.123918082412, 369.987598325904, 369.851278569396, 369.714958812888]",370.873676743205,370.805516864951,370.601037230189,370.532877351935,370.3147657415228,369.57863905638
"[369.442319299872, 369.237839665111, 368.897040273841, 368.965200152095, 368.828880395587, 368.556240882571, 368.488081004317, 368.556240882571, 368.419921126063, 368.283601369556]",369.442319299872,369.237839665111,368.897040273841,368.965200152095,368.7675365051584,368.215441491302
"[368.079121734794, 367.942801978286, 367.738322343524, 367.67016246527, 367.533842708762, 367.397522952254, 367.193043317493, 366.988563682731, 366.647764291461, 366.511444534953]",368.079121734794,367.942801978286,367.738322343524,367.67016246527,367.3702590009528,366.375124778445
"[366.306964900191, 366.170645143683, 366.034325387176, 365.898005630668, 365.829845752414, 365.693525995906, 365.557206239398, 365.42088648289, 365.352726604636, 365.216406848128]",366.306964900191,366.170645143683,366.034325387176,365.898005630668,365.748053898509,365.08008709162
"[365.011927213367, 364.875607456859, 364.671127822097, 364.602967943843, 364.602967943843, 364.602967943843, 364.534808065589, 364.466648187335, 364.330328430827, 364.262168552573]",365.011927213367,364.875607456859,364.671127822097,364.602967943843,364.5961519560176,364.194008674319
"[363.989529039558, 363.85320928305, 363.785049404796, 363.648729648288, 363.580569770034, 363.444250013526, 363.239770378764, 363.103450622256, 363.035290744002, 362.967130865748]",363.989529039558,363.85320928305,363.785049404796,363.648729648288,363.4646979770022,362.967130865748
"[362.762651230987, 362.694491352733, 362.626331474479, 362.558171596225, 362.421851839717, 362.353691961463, 362.285532083209, 362.149212326701, 362.081052448447, 361.944732691939]",362.762651230987,362.694491352733,362.626331474479,362.558171596225,362.38777190059,361.808412935432
"[361.740253057178, 361.808412935432, 361.740253057178, 361.740253057178, 361.672093178924, 361.535773422416, 361.467613544162, 361.399453665908, 361.2631339094, 361.194974031146]",361.740253057178,361.808412935432,361.740253057178,361.740253057178,361.55622138589223,361.126814152892
"[360.990494396384, 360.92233451813, 360.92233451813, 360.854174639876, 360.854174639876, 360.854174639876, 360.717854883369, 360.649695005115, 360.649695005115, 360.513375248607]",360.990494396384,360.92233451813,360.92233451813,360.854174639876,360.79283074944783,360.445215370353
"[360.377055492099, 360.377055492099, 360.377055492099, 360.240735735591, 360.172575857337, 360.240735735591, 360.172575857337, 360.104415979083, 360.104415979083, 360.172575857337]",360.377055492099,360.377055492099,360.377055492099,360.240735735591,360.2339197477656,360.104415979083
"[360.104415979083, 360.036256100829, 359.968096222575, 359.899936344321, 359.763616587813, 359.695456709559, 359.763616587813, 359.695456709559, 359.627296831306, 359.627296831306]",360.104415979083,360.036256100829,359.968096222575,359.899936344321,359.8181444904164,359.627296831306
"[359.695456709559, 359.695456709559, 359.695456709559, 359.695456709559, 359.695456709559, 359.627296831306, 359.559136953052, 359.627296831306, 359.627296831306, 359.559136953052]",359.695456709559,359.695456709559,359.695456709559,359.695456709559,359.6477447947817,359.490977074798
"[359.490977074798, 359.559136953052, 359.559136953052, 359.559136953052, 359.559136953052, 359.695456709559, 359.831776466067, 359.831776466067, 359.831776466067, 359.899936344321]",359.490977074798,359.559136953052,359.559136953052,359.559136953052,359.6818247339087,359.831776466067
"[359.763616587813, 359.695456709559, 359.695456709559, 359.831776466067, 359.968096222575, 360.104415979083, 360.036256100829, 360.104415979083, 360.240735735591, 360.240735735591]",359.763616587813,359.695456709559,359.695456709559,359.831776466067,359.968096222575,360.240735735591
"[360.308895613845, 360.240735735591, 360.308895613845, 360.513375248607, 360.581535126861, 360.649695005115, 360.786014761622, 360.854174639876, 360.92233451813, 361.058654274638]",360.308895613845,360.240735735591,360.308895613845,360.513375248607,360.62243105381293,361.331293787654
"[361.467613544162, 361.535773422416, 361.672093178924, 361.740253057178, 361.876572813685, 361.944732691939, 361.944732691939, 362.149212326701, 362.217372204955, 362.353691961463]",361.467613544162,361.535773422416,361.672093178924,361.740253057178,361.8902047893362,362.421851839717
"[362.626331474479, 362.626331474479, 362.898970987495, 363.17161050051, 363.376090135272, 363.51240989178, 363.648729648288, 363.716889526542, 363.921369161304, 363.989529039558]",362.626331474479,362.626331474479,362.898970987495,363.17161050051,363.3488261839707,364.125848796065
"[364.262168552573, 364.671127822097, 364.875607456859, 365.011927213367, 365.08008709162, 365.216406848128, 365.352726604636, 365.489046361144, 365.693525995906, 365.898005630668]",364.262168552573,364.671127822097,364.875607456859,365.011927213367,365.1550629576998,366.375124778445
"[366.715924169715, 367.124883439239, 367.602002587016, 368.01096185654, 368.351761247809, 368.488081004317, 368.692560639079, 368.897040273841, 369.237839665111, 369.442319299872]",366.715924169715,367.124883439239,367.602002587016,368.01096185654,368.2563374182539,369.510479178126
"[369.714958812888, 369.851278569396, 369.91943844765, 370.123918082412, 370.464717473682, 370.669197108443, 370.873676743205, 370.941836621459, 371.009996499713, 371.214476134475]",369.714958812888,369.851278569396,369.91943844765,370.123918082412,370.4783494493323,371.282636012729
"[371.555275525744, 371.82791503876, 372.032394673522, 372.032394673522, 372.16871443003, 372.305034186538, 372.373194064792, 372.373194064792, 372.577673699554, 372.645833577807]",371.555275525744,371.82791503876,372.032394673522,372.032394673522,372.1891623935061,372.713993456061
"[372.782153334315, 372.918473090823, 372.986632969077, 373.122952725585, 373.191112603839, 373.191112603839, 373.327432360347, 373.463752116855, 373.668231751617, 373.872711386378]",372.782153334315,372.918473090823,372.986632969077,373.122952725585,373.25245649426745,373.940871264632
"[374.07719102114, 374.145350899394, 374.213510777648, 374.213510777648, 374.349830534156, 374.41799041241, 374.486150290664, 374.622470047172, 374.690629925426, 374.690629925426]",374.07719102114,374.145350899394,374.213510777648,374.213510777648,374.39072646110844,374.963269438441
"[375.099589194949, 375.235908951457, 375.304068829711, 375.304068829711, 375.372228707965, 375.440388586219, 375.644868220981, 375.781187977489, 375.849347855743, 376.053827490504]",375.099589194949,375.235908951457,375.304068829711,375.304068829711,375.50854846447294,376.190147247012
"[376.258307125266, 376.32646700352, 376.462786760028, 376.599106516536, 376.599106516536, 376.66726639479, 376.66726639479, 376.735426273044, 376.803586151298, 376.939905907805]",376.258307125266,376.32646700352,376.462786760028,376.599106516536,376.6059225043613,377.212545420821
"[377.621504690345, 378.098623838122, 378.712062742408, 379.325501646693, 380.007100429233, 380.552379455264, 380.961338724788, 381.233978237804, 381.438457872565, 381.711097385581]",377.621504690345,378.098623838122,378.712062742408,379.325501646693,379.9662045022803,381.847417142089
"[381.847417142089, 381.847417142089, 381.779257263835, 381.711097385581, 381.642937507327, 381.642937507327, 381.506617750819, 381.574777629073, 381.506617750819, 381.438457872565]",381.847417142089,381.847417142089,381.779257263835,381.711097385581,381.64975349515237,381.370297994311
"[381.370297994311, 381.233978237804, 381.233978237804, 381.16581835955, 381.16581835955, 381.097658481296, 381.097658481296, 380.961338724788, 380.961338724788, 380.82501896828]",381.370297994311,381.233978237804,381.233978237804,381.16581835955,381.1112904569467,380.893178846534
"[381.029498603042, 381.029498603042, 381.029498603042, 381.029498603042, 380.893178846534, 380.82501896828, 380.82501896828, 380.756859090026, 380.688699211772, 380.688699211772]",381.029498603042,381.029498603042,381.029498603042,381.029498603042,380.87954687088325,380.552379455264
"[380.620539333518, 380.756859090026, 380.688699211772, 380.620539333518, 380.552379455264, 380.48421957701, 380.416059698756, 380.347899820502, 380.211580063994, 380.143420185741]",380.620539333518,380.756859090026,380.688699211772,380.620539333518,380.4842195770101,380.143420185741
"[380.007100429233, 379.938940550979, 379.802620794471, 379.734460916217, 379.666301037963, 379.529981281455, 379.393661524947, 379.393661524947, 379.257341768439, 379.121022011931]",380.007100429233,379.938940550979,379.802620794471,379.734460916217,379.5845091840582,378.984702255424
"[378.984702255424, 378.848382498916, 378.712062742408, 378.5757429859, 378.23494359463, 378.098623838122, 378.030463959868, 377.894144203361, 377.757824446853, 377.689664568599]",378.984702255424,378.848382498916,378.712062742408,378.5757429859,378.28265550940813,377.553344812091
"[377.348865177329, 377.280705299075, 377.144385542567, 377.008065786059, 376.871746029552, 376.735426273044, 376.66726639479, 376.462786760028, 376.32646700352, 376.258307125266]",377.348865177329,377.280705299075,377.144385542567,377.008065786059,376.810402139123,376.053827490504
"[375.917507733996, 375.781187977489, 375.644868220981, 375.508548464473, 375.304068829711, 375.167749073203, 375.031429316695, 374.895109560187, 374.690629925426, 374.554310168918]",375.917507733996,375.781187977489,375.644868220981,375.508548464473,375.2495409271079,374.41799041241
"[374.213510777648, 374.07719102114, 373.872711386378, 373.73639162987, 373.531911995109, 373.395592238601, 373.259272482093, 373.054792847331, 372.850313212569, 372.713993456061]",374.213510777648,374.07719102114,373.872711386378,373.73639162987,373.47056810467996,372.5095138213
"[372.305034186538, 372.16871443003, 371.964234795268, 371.759755160506, 371.623435403998, 371.350795890983, 371.146316256221, 370.941836621459, 370.805516864951, 370.532877351935]",372.305034186538,372.16871443003,371.964234795268,371.759755160506,371.45985169618893,370.26023783892
"[370.055758204158, 369.783118691142, 369.57863905638, 369.305999543365, 369.101519908603, 368.897040273841, 368.692560639079, 368.488081004317, 368.283601369556, 368.079121734794]",370.055758204158,369.783118691142,369.57863905638,369.305999543365,369.02654404252354,367.806482221778
"[367.602002587016, 367.397522952254, 367.124883439239, 366.920403804477, 366.715924169715, 366.443284656699, 366.238805021937, 365.966165508922, 365.693525995906, 365.42088648289]",367.602002587016,367.397522952254,367.124883439239,366.920403804477,366.55234046190554,365.08008709162
"[364.807447578605, 364.671127822097, 364.330328430827, 364.125848796065, 363.921369161304, 363.580569770034, 363.376090135272, 363.17161050051, 362.898970987495, 362.626331474479]",364.807447578605,364.671127822097,364.330328430827,364.125848796065,363.75096946566885,362.353691961463
"[362.081052448447, 361.740253057178, 361.535773422416, 361.2631339094, 361.126814152892, 360.786014761622, 360.581535126861, 360.377055492099, 360.172575857337, 359.831776466067]",362.081052448447,361.740253057178,361.535773422416,361.2631339094,360.94959846943186,359.627296831306
"[359.422817196544, 359.150177683528, 358.945698048766, 358.67305853575, 358.468578900989, 358.264099266227, 357.991459753211, 357.786980118449, 357.514340605434, 357.241701092418]",359.422817196544,359.150177683528,358.945698048766,358.67305853575,358.34589112013157,357.037221457656
"[356.76458194464, 356.491942431624, 356.287462796863, 356.151143040355, 355.878503527339, 355.674023892577, 355.469544257815, 355.265064623054, 355.060584988292, 354.85610535353]",356.76458194464,356.491942431624,356.287462796863,356.151143040355,355.78989568560894,354.651625718768
"[354.447146084006, 354.310826327498, 354.038186814483, 353.833707179721, 353.629227544959, 353.424747910197, 353.220268275436, 353.083948518928, 352.879468884166, 352.743149127658]",354.447146084006,354.310826327498,354.038186814483,353.833707179721,353.5610676667052,352.60682937115
"[352.334189858134, 352.129710223373, 351.993390466865, 351.720750953849, 351.516271319087, 351.379951562579, 351.175471927817, 350.970992293056, 350.69835278004, 350.425713267024]",352.334189858134,352.129710223373,351.993390466865,351.720750953849,351.4344794651824,350.221233632262
"[350.084913875754, 349.880434240993, 349.744114484485, 349.539634849723, 349.335155214961, 349.198835458453, 348.994355823691, 348.78987618893, 348.653556432422, 348.653556432422]",350.084913875754,349.880434240993,349.744114484485,349.539634849723,349.28744330018344,348.517236675914
"[348.312757041152, 348.040117528136, 347.767478015121, 347.631158258613, 347.426678623851, 347.154039110835, 346.949559476073, 346.745079841312, 346.472440328296, 346.267960693534]",348.312757041152,348.040117528136,347.767478015121,347.631158258613,347.27672689169236,345.927161302264
"[345.654521789249, 345.518202032741, 345.381882276233, 344.904763128455, 344.427643980678, 344.223164345916, 344.223164345916, 344.155004467662, 343.882364954646, 343.746045198138]",345.654521789249,345.518202032741,345.381882276233,344.904763128455,344.6116756519634,343.677885319884
"[343.473405685123, 343.337085928615, 343.132606293853, 342.928126659091, 342.723647024329, 342.519167389567, 342.314687754806, 342.178367998298, 341.973888363536, 341.769408728774]",343.473405685123,343.337085928615,343.132606293853,342.928126659091,342.6350391825992,341.564929094012
"[341.360449459251, 341.155969824489, 340.951490189727, 340.815170433219, 340.542530920203, 339.997251894172, 339.588292624648, 339.315653111632, 339.111173476871, 338.702214207347]",341.360449459251,341.155969824489,340.951490189727,340.815170433219,340.1540196141559,338.156935181315
"[337.8842956683, 337.679816033538, 337.475336398776, 337.339016642268, 337.134537007506, 336.861897494491, 336.589257981475, 336.452938224967, 336.248458590205, 335.975819077189]",337.8842956683,337.679816033538,337.475336398776,337.339016642268,336.96413731187147,335.498699929412
"[335.021580781634, 334.408141877349, 333.72654309481, 333.249423947032, 333.113104190524, 332.976784434016, 332.772304799254, 332.499665286239, 332.295185651477, 332.090706016715]",335.021580781634,334.408141877349,333.72654309481,333.249423947032,333.21534400790495,331.886226381953
"[331.613586868938, 331.340947355922, 330.931988086398, 330.659348573382, 330.318549182113, 329.773270156081, 329.773270156081, 329.500630643066, 329.023511495288, 328.682712104018]",331.613586868938,331.340947355922,330.931988086398,330.659348573382,330.16178146212866,328.478232469256
"[328.410072591003, 328.478232469256, 328.341912712749, 328.205592956241, 328.001113321479, 327.864793564971, 327.864793564971, 327.660313930209, 327.31951453894, 326.774235512908]",328.410072591003,328.478232469256,328.341912712749,328.205592956241,327.89205751627276,326.092636730369
"[325.751837339099, 325.547357704337, 325.274718191321, 325.07023855656, 324.797599043544, 324.661279287036, 324.38863977402, 324.184160139258, 324.047840382751, 323.229921843703]",325.751837339099,325.547357704337,325.274718191321,325.07023855656,324.69535922616285,322.48016318291
"[322.207523669894, 321.798564400371, 321.662244643863, 322.13936379164, 322.071203913386, 321.934884156879, 321.662244643863, 321.457765009101, 321.321445252593, 321.048805739577]",322.207523669894,321.798564400371,321.662244643863,322.13936379164,321.73040452211666,320.435366835292
"[319.821927931006, 319.208489026721, 319.140329148467, 318.731369878943, 318.254250731166, 317.572651948627, 317.095532800849, 316.754733409579, 315.936814870532, 315.255216087993]",319.821927931006,319.208489026721,319.140329148467,318.731369878943,317.77713158338827,315.118896331485
"[314.914416696723, 314.505457427199, 313.82385864466, 313.346739496882, 312.665140714343, 312.119861688312, 311.91538205355, 311.506422784026, 311.165623392757, 310.688504244979]",314.914416696723,314.505457427199,313.82385864466,313.346739496882,312.66514071434307,310.415864731963
"[310.075065340694, 309.461626436408, 309.257146801646, 309.052667166884, 308.098428871329, 307.144190575774, 306.326272036727, 305.50835349768, 305.440193619426, 305.440193619426]",310.075065340694,309.461626436408,309.257146801646,309.052667166884,307.5804137965994,305.031234349902
"[304.82675471514, 304.213315810855, 303.122757758792, 302.645638611014, 302.509318854507, 302.304839219745, 301.623240437205, 301.00980153292, 300.737162019904, 299.510284211333]",304.82675471514,304.213315810855,303.122757758792,302.645638611014,302.2503113171415,298.283406402762
"[297.397327985461, 297.056528594192, 296.988368715938, 296.51124956816, 295.079892124827, 293.784854438003, 293.171415533717, 292.966935898955, 292.898776020701, 292.421656872924]",297.397327985461,297.056528594192,296.988368715938,296.51124956816,294.8277005752878,291.126619186099
"[290.376860525306, 290.240540768798, 290.44502040356, 290.581340160068, 290.376860525306, 289.76342162102, 289.422622229751, 289.081822838481, 288.059424664672, 287.309666003879]",290.376860525306,290.240540768798,290.44502040356,290.581340160068,289.5657579740841,286.832546856101
