DataLine,Pos = 1100
0.0,1870.7160190000002
4.307984341,1872.692655
8.615968683,1874.601132
12.92395302,1876.441448
17.23193737,1878.349925
21.53992171,1879.985762
25.84790605,1881.4171190000002
30.15589039,1883.052957
34.46387473,1884.5524739999998
38.77185907,1885.9838309999998
43.07984341,1887.619668
47.38782775,1889.323665
51.695812100000005,1891.0276620000002
56.00379644,1892.18638
60.31178078,1891.981901
64.61976512,1890.618703
68.92774946,1888.573907
73.2357338,1887.960468
77.54371814,1888.4375870000001
81.85170248,1888.4375870000001
86.15968683,1888.7102260000001
90.46767117,1889.391825
94.77565551,1890.550543
99.08363985,1891.913741
103.39162420000001,1893.345098
107.6996085,1894.7764559999998
112.0075929,1895.5943739999998
116.3155772,1896.4122929999999
120.62356159999999,1897.571011
124.9315459,1898.866048
129.23953020000002,1900.1610859999998
133.5475146,1901.592443
137.85549890000001,1902.8874809999998
142.16348330000002,1903.9098789999998
146.4714676,1904.386998
150.7794519,1905.341237
155.0874363,1905.7501960000002
159.3954206,1904.6596379999999
163.703405,1903.6372399999998
168.01138930000002,1902.2740420000002
172.3193737,1900.5018850000001
176.62735800000002,1897.025732
180.93534230000003,1894.0266969999998
185.2433267,1892.45902
189.551311,1890.618703
193.8592954,1889.391825
198.16727969999997,1889.4599850000002
202.47526399999998,1890.0052640000001
206.78324840000002,1889.800784
211.0912327,1888.6420670000002
215.39921710000002,1888.9147059999998
219.7072014,1888.7102260000001
224.0151857,1887.4833489999999
228.3231701,1887.415189
232.6311544,1887.415189
236.93913880000002,1886.5291100000002
241.2471231,1884.6887940000001
245.55510750000002,1882.575837
249.8630918,1881.1444800000002
254.1710761,1881.2808
258.4790605,1880.531041
262.78704480000005,1877.9409660000001
267.0950292,1873.851373
271.4030135,1871.329457
275.71099780000003,1869.9662600000001
280.0189822,1867.716984
284.3269665,1866.4219460000002
288.6349509,1862.6731530000002
292.9429352,1836.7723989999997
297.2509195,1712.312461
301.55890389999996,1588.5341230000001
305.86688819999995,1568.358799
310.1748726,1567.47272
314.48285689999994,1566.927441
318.7908413,1567.268241
323.0988256,1567.949839
327.4068099,1568.5632779999999
331.7147943,1569.2448769999999
336.02277860000004,1569.790156
340.330763,1569.994636
344.63874730000003,1569.721996
348.9467316,1570.267275
353.25471600000003,1570.744394
357.5627003,1570.471755
361.8706847,1567.8816789999998
366.178669,1565.7687230000001
370.4866533,1564.8144849999999
374.7946377,1562.08809
379.102622,1560.179613
383.4106064,1559.0890550000001
387.7185907,1556.36266
392.0265751,1555.272102
396.33455939999993,1555.885541
400.6425437,1556.7716189999999
404.95052810000004,1557.112419
409.2585124,1556.976099
413.56649680000004,1557.5895380000002
417.8744811,1557.998497
422.1824654,1558.1348169999999
426.49044979999996,1558.748256
430.7984341,1559.157215
435.10641849999996,1559.429855
439.4144028,1559.975134
443.72238710000005,1560.043293
448.0303715,1559.634334
452.33835580000004,1558.748256
456.6463402,1557.521378
460.9543245,1556.4308199999998
465.2623089,1556.49898
469.5702932,1555.067622
473.8782775,1553.704425
478.1862619,1553.908904
482.4942462,1554.454183
486.8022306,1555.067622
491.1102149,1555.817381
495.41819919999995,1557.044259
499.7261836,1558.4074560000001
504.03416789999994,1559.838814
508.3421523,1561.3383310000002
512.6501366,1562.769689
516.958121,1564.1328859999999
521.2661053,1565.427924
525.5740896000001,1566.7911210000002
529.882074,1568.154319
534.1900583,1569.653836
538.4980427,1571.1533539999998
542.806027,1572.448391
547.1140113,1573.7434289999999
551.4219957,1574.697667
555.72998,1575.311106
560.0379644,1576.197185
564.3459487000001,1577.2877429999999
568.653933,1578.5827800000002
572.9619174,1579.877818
577.2699017000001,1581.922614
581.5778861,1584.30821
585.8858704,1586.080367
590.1938547999999,1587.784364
594.5018391,1589.5565210000002
598.8098234,1591.464997
