DataLine,Pos = 1005
0.0,1783.539534
4.307984341,1785.72065
8.615968683,1787.6972870000002
12.92395302,1789.196804
17.23193737,1789.264964
21.53992171,1788.651525
25.84790605,1787.901766
30.15589039,1788.038086
34.46387473,1787.492807
38.77185907,1785.3798510000001
43.07984341,1780.813139
47.38782775,1773.4518719999999
51.695812100000005,1766.0224460000002
56.00379644,1765.0000469999998
60.31178078,1763.159731
64.61976512,1759.751737
68.92774946,1759.138298
73.2357338,1759.8880570000001
77.54371814,1761.1830940000002
81.85170248,1762.614452
86.15968683,1764.045809
90.46767117,1765.4771670000002
94.77565551,1766.363245
99.08363985,1765.954286
103.39162420000001,1764.9318879999998
107.6996085,1764.3866079999998
112.0075929,1763.977649
116.3155772,1763.29605
120.62356159999999,1761.864693
124.9315459,1760.6378149999998
129.23953020000002,1760.024376
133.5475146,1760.569655
137.85549890000001,1758.661179
142.16348330000002,1756.4119030000002
146.4714676,1755.593984
150.7794519,1750.7546329999998
155.0874363,1743.8704850000001
159.3954206,1735.6913
163.703405,1726.285237
168.01138930000002,1721.3095649999998
172.3193737,1723.831481
176.62735800000002,1722.468283
180.93534230000003,1713.948299
185.2433267,1697.8625670000001
189.551311,1686.2753879999998
193.8592954,1642.107787
198.16727969999997,1560.656732
202.47526399999998,1535.369418
206.78324840000002,1527.0539119999999
211.0912327,1522.0100810000001
215.39921710000002,1515.671213
219.7072014,1508.650745
224.0151857,1501.902917
228.3231701,1497.404365
232.6311544,1493.6555720000001
236.93913880000002,1490.6565369999998
241.2471231,1489.702299
245.55510750000002,1489.906779
249.8630918,1490.5202179999999
254.1710761,1490.247578
258.4790605,1489.702299
262.78704480000005,1489.702299
267.0950292,1490.383898
271.4030135,1490.5202179999999
275.71099780000003,1490.179418
280.0189822,1489.906779
284.3269665,1489.702299
288.6349509,1489.42966
292.9429352,1489.29334
297.2509195,1489.565979
301.55890389999996,1490.043099
305.86688819999995,1490.111258
310.1748726,1490.588378
314.48285689999994,1490.929177
318.7908413,1490.043099
323.0988256,1486.703264
327.4068099,1483.9768689999999
331.7147943,1483.77239
336.02277860000004,1484.0450289999999
340.330763,1484.726628
344.63874730000003,1486.021666
348.9467316,1487.248544
353.25471600000003,1488.202782
357.5627003,1488.95254
361.8706847,1490.179418
366.178669,1491.269976
370.4866533,1491.951575
374.7946377,1493.246613
379.102622,1494.67797
383.4106064,1496.041168
387.7185907,1496.790926
392.0265751,1497.131726
396.33455939999993,1497.404365
400.6425437,1497.472525
404.95052810000004,1498.426764
409.2585124,1500.062601
413.56649680000004,1502.516356
417.8744811,1504.697472
422.1824654,1506.537789
426.49044979999996,1508.173626
430.7984341,1509.809463
435.10641849999996,1511.37714
439.4144028,1512.876658
443.72238710000005,1514.444335
448.0303715,1516.0801720000002
452.33835580000004,1517.920489
456.6463402,1519.624486
460.9543245,1521.260323
465.2623089,1523.03248
469.5702932,1524.736477
473.8782775,1526.440473
478.1862619,1527.939991
482.4942462,1529.575828
486.8022306,1531.211665
491.1102149,1532.779342
495.41819919999995,1534.4833390000001
499.7261836,1536.119176
504.03416789999994,1537.7550130000002
508.3421523,1539.45901
512.6501366,1541.231167
516.958121,1543.003324
521.2661053,1544.97996
525.5740896000001,1546.8884369999998
529.882074,1548.660594
534.1900583,1550.70539
538.4980427,1552.613867
542.806027,1554.454183
547.1140113,1556.22634
551.4219957,1558.202977
555.72998,1560.247773
560.0379644,1562.15625
564.3459487000001,1564.1328859999999
568.653933,1566.041363
572.9619174,1567.949839
577.2699017000001,1569.858316
581.5778861,1571.766793
585.8858704,1573.6752689999998
590.1938547999999,1575.515586
594.5018391,1577.4240619999998
598.8098234,1579.468859
603.1178077999999,1581.309175
607.4257921,1583.217652
611.7337765,1585.057969
616.0417607999999,1587.034605
620.3497451000001,1588.943082
624.6577295,1590.783399
628.9657137999999,1592.760035
633.2736982000001,1594.668512
637.5816825,1596.781468
641.8896668,1598.826264
646.1976512,1600.666581
650.5056355,1602.506898
654.8136199,1604.3472140000001
659.1216042000001,1606.119371
663.4295886,1607.8915279999999
667.7375728999999,1609.731845
672.0455572000001,1611.367682
676.3535416,1613.207999
680.6615259,1614.843836
684.9695102999999,1616.547833
689.2774946000001,1618.319989
693.5854789,1620.3647859999999
697.8934632999999,1622.477742
702.2014475999999,1624.658858
706.5094320000001,1628.271332
710.8174163,1631.611166
715.1254006,1634.337561
719.4333849999999,1637.404755
723.7413693,1640.26747
728.0493537000001,1642.653066
732.357338,1644.697862
736.6653223999999,1646.878978
740.9733067000001,1649.469054
745.281291,1652.263609
749.5892754,1654.6492039999998
753.8972597000001,1656.8303210000001
758.2052441000001,1659.352236
762.5132284,1662.1467910000001
766.8212127,1664.736866
771.1291970999999,1666.986142
775.4371814,1669.576218
779.7451658,1672.507093
784.0531501,1675.574287
788.3611344999999,1678.437002
792.6691187999999,1681.299717
796.9771031,1684.571391
801.2850875,1689.819702
805.5930718,1696.56753
809.9010562000001,1704.065116
814.2090405,1709.654226
818.5170248,1714.425418
822.8250092000001,1719.2647690000001
827.1329935,1724.3086
831.4409779,1729.216111
835.7489622,1734.123623
840.0569465,1739.167454
844.3649309,1745.710802
848.6729152,1754.5034260000002
852.9808995999999,1760.1606960000001
857.2888839,1764.522928
861.5968683,1768.612521
865.9048526,1771.8841949999999
870.2128369,1775.9056280000002
874.5208213,1781.426578
878.8288056,1787.288328
883.13679,1799.557106
887.4447742999998,1820.277709
891.7527586000001,1840.657512
896.060743,1858.8562
900.3687273,1872.624495
904.6767117,1879.985762
908.9846960000001,1884.9614329999997
913.2926802999999,1889.596305
917.6006647,1894.503816
921.908649,1899.479487
926.2166333999999,1904.046199
930.5246177000001,1907.726832
934.8326020999999,1910.5895469999998
939.1405864,1913.179623
943.4485707,1916.314977
947.7565551000001,1919.7229710000001
952.0645394,1923.335445
956.3725238,1927.561357
960.6805081,1932.468868
964.9884924,1936.8992600000001
969.2964767999999,1939.8301350000002
973.6044611,1941.670452
977.9124455,1943.442609
982.2204298,1945.828204
986.5284141000001,1948.2138
990.8363985,1950.872035
995.1443828,1953.6665899999998
999.4523672,1956.256666
1003.760352,1958.983061
1008.0683359999999,1961.8457760000001
1012.37632,1966.071688
1016.6843050000001,1970.2976010000002
1020.992289,1973.841914
1025.300273,1976.7046289999998
1029.608258,1979.3628640000002
1033.916242,1981.95294
1038.224226,1984.338536
1042.532211,1986.247012
1046.840195,1987.54205
1051.1481789999998,1988.905247
1055.4561640000002,1990.132125
1059.764148,1991.359003
1064.072132,1993.3356399999998
1068.380117,1994.971477
1072.688101,1996.0620350000002
1076.996085,1997.2889120000002
1081.30407,1998.58395
1085.612054,1999.6745079999998
1089.920038,2000.696906
1094.2280230000001,2001.719305
1098.536007,2002.6053829999998
1102.843991,2003.627781
1107.1519759999999,2004.1049
1111.45996,2004.37754
1115.767944,2005.3317780000002
1120.0759289999999,2006.286016
1124.3839130000001,2007.2402550000002
1128.6918970000002,2008.2626530000002
1132.999882,2009.216891
1137.307866,2009.76217
1141.61585,2009.4213710000001
1145.923835,2008.807932
1150.2318189999999,2008.671612
1154.539803,2009.1487309999998
1158.847788,2007.7173739999998
1163.155772,2004.37754
1167.463756,1999.129229
